date,close,high,low
2015-01-01,21.52007270435596,23.672079974791558,19.368065433920364
2015-01-02,18.884024705020778,20.772427175522857,16.995622234518702
2015-01-05,28.961454256927013,31.857599682619718,26.06530883123431
2015-01-06,16.463285268737806,18.109613795611587,14.816956741864026
2015-01-07,26.22586158880643,28.848447747687075,23.603275429925787
2015-01-08,23.459861432426106,25.805847575668718,21.113875289183497
2015-01-09,27.4485957012493,30.193455271374233,24.70373613112437
2015-01-12,29.618126754966973,32.579939430463675,26.656314079470278
2015-01-13,18.934354672153194,20.827790139368517,17.040919204937875
2015-01-14,29.52796282268815,32.48075910495697,26.575166540419335
2015-01-15,12.858605892946107,14.14446648224072,11.572745303651496
2015-01-16,15.291781816989952,16.82095999868895,13.762603635290956
2015-01-19,13.627855865305632,14.990641451836197,12.265070278775069
2015-01-20,21.17916023683359,23.29707626051695,19.061244213150232
2015-01-21,17.197895402386315,18.91768494262495,15.478105862147684
2015-01-22,26.932031886203692,29.625235074824065,24.238828697583322
2015-01-23,16.27018491629162,17.89720340792078,14.643166424662457
2015-01-26,26.477487188191283,29.125235907010413,23.829738469372156
2015-01-27,24.64683405178544,27.111517456963988,22.182150646606896
2015-01-28,12.901323498665,14.191455848531502,11.6111911487985
2015-01-29,25.40706063403018,27.947766697433202,22.866354570627163
2015-01-30,28.593432795140046,31.452776074654054,25.734089515626042
2015-02-02,19.14341803293326,21.057759836226587,17.229076229639933
2015-02-03,26.349234910673673,28.98415840174104,23.714311419606307
2015-02-04,26.69332916224124,29.362662078465366,24.023996246017116
2015-02-05,26.38187877409622,29.020066651505843,23.743690896686598
2015-02-06,19.23717999842058,21.160897998262637,17.31346199857852
2015-02-09,18.336799538343705,20.170479492178078,16.503119584509335
2015-02-10,23.41169545039591,25.752864995435505,21.07052590535632
2015-02-11,24.170044125501306,26.587048538051437,21.753039712951175
2015-02-12,17.735570084700335,19.50912709317037,15.962013076230301
2015-02-13,22.010338010366457,24.211371811403104,19.809304209329813
2015-02-16,18.974572398315708,20.87202963814728,17.077115158484137
2015-02-17,24.54904387256638,27.00394825982302,22.094139485309743
2015-02-18,27.914779815638514,30.70625779720237,25.123301834074663
2015-02-19,17.549894980167572,19.30488447818433,15.794905482150815
2015-02-20,11.68428449140576,12.852712940546338,10.515856042265185
2015-02-23,25.147561250793444,27.662317375872792,22.6328051257141
2015-02-24,16.20774387242044,17.828518259662488,14.586969485178397
2015-02-25,24.61514310060089,27.07665741066098,22.1536287905408
2015-02-26,24.025326759497595,26.427859435447356,21.622794083547838
2015-02-27,29.889088269842212,32.877997096826434,26.90017944285799
2015-03-02,28.0334993887607,30.83684932763677,25.230149449884628
2015-03-03,17.626024540025607,19.38862699402817,15.863422086023046
2015-03-04,18.48686400113137,20.335550401244507,16.63817760101823
2015-03-05,26.192058774295553,28.81126465172511,23.572852896866
2015-03-06,20.203284752868026,22.22361322815483,18.182956277581223
2015-03-09,15.97506256970602,17.572568826676623,14.377556312735418
2015-03-10,14.492321293919503,15.941553423311454,13.043089164527553
2015-03-11,25.967295975198667,28.564025572718535,23.370566377678802
2015-03-12,18.590350662593963,20.44938572885336,16.731315596334568
2015-03-13,12.9007971386258,14.190876852488381,11.61071742476322
2015-03-16,18.83279860097572,20.716078461073295,16.94951874087815
2015-03-17,11.825242714031106,13.007766985434218,10.642718442627995
2015-03-18,19.399298435871238,21.339228279458364,17.459368592284115
2015-03-19,15.74046364092662,17.314510005019283,14.16641727683396
2015-03-20,12.086422157765499,13.29506437354205,10.87777994198895
2015-03-23,16.397195439938358,18.036914983932196,14.757475895944522
2015-03-24,12.427155405181,13.669870945699103,11.1844398646629
2015-03-25,18.31691554670128,20.14860710137141,16.485223992031155
2015-03-26,25.307289489078663,27.83801843798653,22.7765605401708
2015-03-27,23.517033624144336,25.868736986558773,21.165330261729903
2015-03-30,19.30762217812037,21.238384395932407,17.376859960308334
2015-03-31,14.085054457000837,15.493559902700921,12.676549011300754
2015-04-01,18.796194496425123,20.67581394606764,16.91657504678261
2015-04-02,11.076146012131842,12.183760613345028,9.968531410918658
2015-04-03,26.7497060839357,29.42467669232927,24.07473547554213
2015-04-06,27.721765254613068,30.493941780074376,24.949588729151763
2015-04-07,14.659265103002175,16.125191613302395,13.193338592701958
2015-04-08,20.229047868356496,22.25195265519215,18.206143081520846
2015-04-09,23.76644695421225,26.143091649633476,21.389802258791025
2015-04-10,20.78587091552169,22.864458007073864,18.707283823969522
2015-04-13,10.864458351277904,11.950904186405696,9.778012516150113
2015-04-14,15.129363887759599,16.64230027653556,13.61642749898364
2015-04-15,19.07956195147786,20.987518146625646,17.171605756330074
2015-04-16,24.93537548135982,27.428913029495803,22.441837933223837
2015-04-17,15.153014307152041,16.668315737867246,13.637712876436838
