date,symbol,dividend,split
2025-05-22,EMAMILTD,4.0,0.0
2025-11-14,EMAMILTD,4.0,0.0
2026-02-10,EMAMILTD,6.0,0.0
2003-07-23,PNB,0.7,0.0
2003-12-19,PNB,0.5,0.0
2004-06-24,PNB,0.3,0.0
2005-02-25,PNB,0.6,0.0
2005-06-16,PNB,0.6,0.0
2005-11-29,PNB,0.6,0.0
2006-06-22,PNB,1.2,0.0
2007-02-14,PNB,0.8,0.0
2007-06-07,PNB,1.2,0.0
2008-05-29,PNB,2.6,0.0
2009-06-04,PNB,4.0,0.0
2010-02-04,PNB,2.0,0.0
2010-07-08,PNB,2.4,0.0
2011-06-16,PNB,4.4,0.0
2012-06-14,PNB,4.4,0.0
2013-06-13,PNB,5.4,0.0
2014-02-11,PNB,2.0,0.0
2014-12-18,PNB,0.0,5.0
2015-06-22,PNB,3.3,0.0
2022-06-22,PNB,0.64,0.0
2023-06-23,PNB,0.65,0.0
2024-06-21,PNB,1.5,0.0
2025-06-20,PNB,2.9,0.0
2026-06-12,PNB,3.0,0.0
2006-09-13,SUNTV,0.5,0.0
2007-02-13,SUNTV,0.75,0.0
2007-07-23,SUNTV,0.0,2.0
2008-08-12,SUNTV,2.5,0.0
2009-02-02,SUNTV,1.5,0.0
2009-08-20,SUNTV,1.0,0.0
2010-01-28,SUNTV,1.5,0.0
2010-07-22,SUNTV,6.0,0.0
2011-02-02,SUNTV,5.0,0.0
2011-08-05,SUNTV,2.5,0.0
2011-09-08,SUNTV,3.75,0.0
2011-11-08,SUNTV,3.75,0.0
2012-02-15,SUNTV,2.5,0.0
2012-02-16,SUNTV,2.5,0.0
2012-08-09,SUNTV,2.5,0.0
2012-09-13,SUNTV,0.75,0.0
2012-11-21,SUNTV,2.5,0.0
2013-01-28,SUNTV,2.5,0.0
2013-08-07,SUNTV,2.25,0.0
2013-09-12,SUNTV,2.0,0.0
2013-11-19,SUNTV,2.5,0.0
2014-02-13,SUNTV,2.5,0.0
2014-08-13,SUNTV,2.25,0.0
2014-09-17,SUNTV,2.25,0.0
2014-11-13,SUNTV,2.25,0.0
2015-02-11,SUNTV,6.75,0.0
2015-05-05,SUNTV,6.0,0.0
2016-02-17,SUNTV,2.0,0.0
2016-03-21,SUNTV,7.5,0.0
2017-02-17,SUNTV,5.0,0.0
2017-03-22,SUNTV,5.0,0.0
2017-08-21,SUNTV,2.5,0.0
2017-11-17,SUNTV,2.5,0.0
2018-02-16,SUNTV,2.5,0.0
2018-03-22,SUNTV,2.5,0.0
2018-08-20,SUNTV,5.0,0.0
2018-11-14,SUNTV,2.5,0.0
2019-02-15,SUNTV,2.5,0.0
2019-03-20,SUNTV,2.5,0.0
2019-08-20,SUNTV,2.5,0.0
2019-11-21,SUNTV,2.5,0.0
2020-02-24,SUNTV,7.5,0.0
2020-03-26,SUNTV,12.5,0.0
2021-02-17,SUNTV,5.0,0.0
2021-08-23,SUNTV,3.75,0.0
2021-11-12,SUNTV,2.5,0.0
2022-02-17,SUNTV,2.5,0.0
2022-03-17,SUNTV,5.0,0.0
2022-08-23,SUNTV,5.0,0.0
2022-11-18,SUNTV,3.75,0.0
2023-02-13,SUNTV,3.75,0.0
2023-03-21,SUNTV,2.5,0.0
2023-08-22,SUNTV,6.25,0.0
2023-11-21,SUNTV,5.0,0.0
2024-02-23,SUNTV,2.5,0.0
2024-04-08,SUNTV,3.0,0.0
2024-08-20,SUNTV,5.0,0.0
2024-11-26,SUNTV,5.0,0.0
2025-02-13,SUNTV,2.5,0.0
2025-03-13,SUNTV,2.5,0.0
2025-08-13,SUNTV,5.0,0.0
2025-11-20,SUNTV,3.75,0.0
2026-02-12,SUNTV,2.5,0.0
2026-03-12,SUNTV,1.25,0.0
2026-08-18,SUNTV,5.0,0.0
2002-07-02,LICHSGFIN,1.0,0.0
2003-07-08,LICHSGFIN,1.1,0.0
2004-07-27,LICHSGFIN,1.0,0.0
2005-07-26,LICHSGFIN,1.0,0.0
2006-07-19,LICHSGFIN,1.2,0.0
2007-03-26,LICHSGFIN,1.0,0.0
2007-06-28,LICHSGFIN,0.6,0.0
2008-06-13,LICHSGFIN,2.0,0.0
2009-06-29,LICHSGFIN,2.6,0.0
2010-06-29,LICHSGFIN,3.0,0.0
2010-12-30,LICHSGFIN,0.0,5.0
2011-07-04,LICHSGFIN,3.5,0.0
2012-07-06,LICHSGFIN,3.6,0.0
2013-07-09,LICHSGFIN,3.8,0.0
2014-08-07,LICHSGFIN,4.5,0.0
2015-08-07,LICHSGFIN,5.0,0.0
2016-08-09,LICHSGFIN,5.5,0.0
2017-08-08,LICHSGFIN,6.2,0.0
2018-08-09,LICHSGFIN,6.8,0.0
2019-08-16,LICHSGFIN,7.6,0.0
2020-09-17,LICHSGFIN,8.0,0.0
2021-09-16,LICHSGFIN,8.5,0.0
2022-09-19,LICHSGFIN,8.5,0.0
2023-08-18,LICHSGFIN,8.5,0.0
2024-08-23,LICHSGFIN,9.0,0.0
2025-08-22,LICHSGFIN,10.0,0.0
2026-08-21,LICHSGFIN,10.0,0.0
2002-09-12,BEL,0.050505,0.0
2003-08-29,BEL,0.070707,0.0
2004-09-07,BEL,0.10101,0.0
2004-12-07,BEL,0.040404,0.0
2005-08-31,BEL,0.072727,0.0
2005-10-31,BEL,0.040404,0.0
2006-09-01,BEL,0.107071,0.0
2007-01-25,BEL,0.040404,0.0
2007-09-07,BEL,0.141414,0.0
2008-01-30,BEL,0.060606,0.0
2008-09-12,BEL,0.148485,0.0
2009-01-28,BEL,0.060606,0.0
2009-09-14,BEL,0.128283,0.0
2010-02-03,BEL,0.060606,0.0
2010-09-13,BEL,0.133333,0.0
2011-02-02,BEL,0.060606,0.0
2011-09-13,BEL,0.157576,0.0
2012-02-01,BEL,0.10101,0.0
2012-09-07,BEL,0.109091,0.0
2013-01-30,BEL,0.060606,0.0
2013-09-06,BEL,0.164646,0.0
2014-01-29,BEL,0.060606,0.0
2014-09-12,BEL,0.174747,0.0
2015-01-28,BEL,0.060606,0.0
2015-08-10,BEL,0.234343,0.0
2015-09-14,BEL,0.0,3.0
2016-02-04,BEL,0.075758,0.0
2016-08-18,BEL,0.439394,0.0
2017-02-02,BEL,0.090909,0.0
2017-03-16,BEL,0.0,10.0
2017-03-29,BEL,0.272727,0.0
2017-08-14,BEL,0.318182,0.0
2017-09-28,BEL,0.0,1.1
2018-02-08,BEL,0.533333,0.0
2018-08-20,BEL,0.133333,0.0
2019-02-08,BEL,0.1,0.0
2019-03-27,BEL,0.233333,0.0
2019-08-20,BEL,0.566667,0.0
2020-02-11,BEL,0.466667,0.0
2020-09-15,BEL,0.466667,0.0
2021-02-08,BEL,0.466667,0.0
2021-03-23,BEL,0.466667,0.0
2021-09-14,BEL,0.4,0.0
2022-02-09,BEL,0.5,0.0
2022-03-24,BEL,0.5,0.0
2022-08-08,BEL,0.5,0.0
2022-09-15,BEL,0.0,3.0
2023-02-10,BEL,0.6,0.0
2023-03-24,BEL,0.6,0.0
2023-08-17,BEL,0.6,0.0
2024-02-09,BEL,0.7,0.0
2024-03-22,BEL,0.7,0.0
2024-08-14,BEL,0.8,0.0
2025-03-11,BEL,1.5,0.0
2025-08-14,BEL,0.9,0.0
2026-03-06,BEL,1.95,0.0
2026-08-13,BEL,0.55,0.0
2010-02-10,OIL,2.400001,0.0
2010-09-16,OIL,2.133334,0.0
2011-01-03,OIL,2.400001,0.0
2011-09-15,OIL,2.600001,0.0
2012-01-03,OIL,3.333334,0.0
2012-02-22,OIL,1.333334,0.0
2012-03-29,OIL,0.0,2.5
2012-09-06,OIL,1.666667,0.0
2013-01-23,OIL,3.666668,0.0
2013-03-21,OIL,4.000001,0.0
2013-09-12,OIL,2.333334,0.0
2014-02-03,OIL,3.666668,0.0
2014-03-26,OIL,3.333334,0.0
2014-09-18,OIL,0.166667,0.0
2015-03-24,OIL,3.333334,0.0
2015-09-16,OIL,3.333334,0.0
2016-01-19,OIL,2.666667,0.0
2016-09-15,OIL,2.666667,0.0
2017-01-12,OIL,0.0,1.3333333333333333
2017-02-13,OIL,4.222222,0.0
2017-09-14,OIL,2.111111,0.0
2018-02-21,OIL,6.222222,0.0
2018-03-27,OIL,0.0,1.5
2018-09-12,OIL,0.666667,0.0
2019-02-21,OIL,5.666667,0.0
2019-08-08,OIL,1.166667,0.0
2020-02-20,OIL,6.0,0.0
2020-09-21,OIL,1.066667,0.0
2021-02-23,OIL,2.333333,0.0
2021-09-16,OIL,1.0,0.0
2021-11-23,OIL,2.333333,0.0
2022-02-22,OIL,3.833333,0.0
2022-09-15,OIL,3.333333,0.0
2022-11-21,OIL,3.0,0.0
2023-02-22,OIL,6.666667,0.0
2023-08-25,OIL,3.666667,0.0
2023-11-22,OIL,2.333333,0.0
2024-03-18,OIL,5.666667,0.0
2024-07-02,OIL,0.0,1.5
2024-08-30,OIL,2.5,0.0
2024-11-14,OIL,3.0,0.0
2025-02-17,OIL,7.0,0.0
2025-09-04,OIL,1.5,0.0
2025-11-21,OIL,3.5,0.0
2026-02-18,OIL,7.0,0.0
2004-03-16,BHEL,0.2,0.0
2004-09-06,BHEL,0.2,0.0
2004-12-24,BHEL,0.233333,0.0
2005-09-06,BHEL,0.3,0.0
2005-12-22,BHEL,0.266667,0.0
2006-03-22,BHEL,0.566667,0.0
2006-09-01,BHEL,0.133333,0.0
2007-02-13,BHEL,0.833333,0.0
2007-05-31,BHEL,0.0,2.0
2007-08-30,BHEL,0.8,0.0
2008-02-13,BHEL,1.2,0.0
2008-09-01,BHEL,0.833333,0.0
2009-02-17,BHEL,1.2,0.0
2009-09-01,BHEL,1.066667,0.0
2010-02-09,BHEL,1.466667,0.0
2010-09-01,BHEL,1.64,0.0
2011-03-18,BHEL,1.766667,0.0
2011-08-10,BHEL,2.386667,0.0
2011-09-02,BHEL,2.386667,0.0
2011-10-03,BHEL,0.0,5.0
2012-03-06,BHEL,1.813333,0.0
2012-09-06,BHEL,2.453333,0.0
2013-02-05,BHEL,1.413333,0.0
2013-09-06,BHEL,2.193333,0.0
2014-02-07,BHEL,0.873333,0.0
2014-09-08,BHEL,1.013333,0.0
2015-02-16,BHEL,0.36,0.0
2015-09-14,BHEL,0.413333,0.0
2016-09-14,BHEL,0.266667,0.0
2017-02-14,BHEL,0.533333,0.0
2017-08-23,BHEL,0.52,0.0
2017-09-28,BHEL,0.0,1.5
2018-02-15,BHEL,0.8,0.0
2018-09-11,BHEL,1.02,0.0
2019-02-12,BHEL,0.8,0.0
2019-09-11,BHEL,1.2,0.0
2022-09-15,BHEL,0.4,0.0
2023-08-11,BHEL,0.4,0.0
2024-08-09,BHEL,0.25,0.0
2025-08-01,BHEL,0.5,0.0
2026-07-17,BHEL,1.4,0.0
2002-08-09,MRF,3.0,
2002-11-13,MRF,3.0,
2003-03-04,MRF,14.0,
2003-08-06,MRF,3.0,
2004-02-26,MRF,14.0,
2004-08-04,MRF,3.0,
2004-11-01,MRF,3.0,
2005-03-03,MRF,14.0,
2005-08-01,MRF,3.0,
2005-10-31,MRF,3.0,
2006-03-10,MRF,14.0,
2006-08-03,MRF,3.0,
2006-11-14,MRF,3.0,
2007-03-09,MRF,14.0,
2007-08-10,MRF,3.0,
2007-11-07,MRF,3.0,
2008-03-05,MRF,14.0,
2008-08-08,MRF,3.0,
2008-11-06,MRF,3.0,
2009-03-06,MRF,14.0,
2009-08-06,MRF,3.0,
2009-11-05,MRF,3.0,
2010-02-25,MRF,19.0,
2010-08-06,MRF,3.0,
2010-11-02,MRF,3.0,
2011-01-28,MRF,44.0,
2011-08-09,MRF,3.0,
2011-11-02,MRF,3.0,
2012-01-30,MRF,19.0,
2012-08-06,MRF,3.0,
2012-11-07,MRF,3.0,
2013-01-30,MRF,19.0,
2013-08-06,MRF,3.0,
2013-11-05,MRF,3.0,
2014-01-30,MRF,24.0,
2014-08-06,MRF,3.0,
2014-11-13,MRF,3.0,
2015-02-04,MRF,44.0,
2015-08-06,MRF,3.0,
2015-11-10,MRF,3.0,
2016-08-03,MRF,94.0,
2016-11-08,MRF,3.0,
2017-02-14,MRF,3.0,
2017-07-27,MRF,54.0,
2017-11-21,MRF,3.0,
2018-02-09,MRF,3.0,
2018-08-01,MRF,54.0,
2018-11-19,MRF,3.0,
2019-02-15,MRF,3.0,
2019-08-01,MRF,54.0,
2019-11-21,MRF,3.0,
2020-02-18,MRF,3.0,
2020-09-14,MRF,94.0,
2020-11-18,MRF,3.0,
2021-02-17,MRF,3.0,
2021-08-04,MRF,144.0,
2021-11-17,MRF,3.0,
2022-02-17,MRF,3.0,
2022-07-27,MRF,144.0,
2022-11-17,MRF,3.0,
2023-02-21,MRF,3.0,
2023-07-20,MRF,169.0,
2023-11-17,MRF,3.0,
2024-02-21,MRF,3.0,
2024-07-25,MRF,194.0,
2024-11-19,MRF,3.0,
2025-02-14,MRF,3.0,
2025-07-18,MRF,229.0,
2025-11-21,MRF,3.0,
2026-02-13,MRF,3.0,
2026-07-17,MRF,229.0,
1997-08-04,SAIL,0.25,
1998-08-12,SAIL,0.1,
2005-01-31,SAIL,1.5,
2005-08-11,SAIL,1.8,
2006-02-01,SAIL,1.25,
2006-08-10,SAIL,0.75,
2007-02-01,SAIL,1.6,
2007-08-08,SAIL,1.5,
2008-02-01,SAIL,1.9,
2008-07-31,SAIL,1.8,
2009-01-30,SAIL,1.3,
2009-07-30,SAIL,1.3,
2010-02-01,SAIL,1.6,
2010-07-29,SAIL,1.7,
2011-01-18,SAIL,1.2,
2011-08-10,SAIL,1.2,
2012-02-15,SAIL,1.2,
2012-08-09,SAIL,0.8,
2013-02-15,SAIL,1.6,
2013-08-02,SAIL,0.4,
2014-02-18,SAIL,2.02,
2015-02-18,SAIL,1.75,
2015-08-11,SAIL,0.25,
2019-08-22,SAIL,0.5,
2021-02-04,SAIL,1.0,
2021-09-20,SAIL,1.8,
2021-11-09,SAIL,4.0,
2022-03-28,SAIL,2.5,
2022-07-28,SAIL,2.25,
2023-03-24,SAIL,1.0,
2023-09-20,SAIL,0.5,
2024-02-20,SAIL,1.0,
2024-09-19,SAIL,1.0,
2025-09-08,SAIL,1.6,
2010-06-24,YESBANK,0.3,0.0
2011-06-17,YESBANK,0.5,0.0
2012-07-05,YESBANK,0.8,0.0
2013-05-23,YESBANK,1.2,0.0
2014-05-29,YESBANK,1.6,0.0
2015-05-21,YESBANK,1.8,0.0
2016-05-30,YESBANK,2.0,0.0
2017-05-29,YESBANK,2.4,0.0
2017-09-21,YESBANK,0.0,5.0
2018-06-04,YESBANK,2.7,0.0
2019-06-03,YESBANK,2.0,0.0
2002-07-04,ASHOKLEY,1.125,0.0
2003-06-30,ASHOKLEY,1.25,0.0
2004-06-28,ASHOKLEY,1.875,0.0
2005-07-07,ASHOKLEY,0.25,0.0
2006-07-12,ASHOKLEY,0.3,0.0
2007-03-28,ASHOKLEY,0.375,0.0
2008-07-16,ASHOKLEY,0.375,0.0
2009-07-14,ASHOKLEY,0.25,0.0
2010-07-16,ASHOKLEY,0.375,0.0
2011-06-29,ASHOKLEY,0.5,0.0
2011-08-02,ASHOKLEY,0.0,2.0
2012-07-12,ASHOKLEY,0.5,0.0
2013-07-04,ASHOKLEY,0.3,0.0
2015-06-17,ASHOKLEY,0.225,0.0
2016-07-13,ASHOKLEY,0.475,0.0
2017-07-11,ASHOKLEY,0.78,0.0
2018-07-09,ASHOKLEY,1.215,0.0
2019-07-23,ASHOKLEY,1.55,0.0
2020-03-19,ASHOKLEY,0.25,0.0
2021-08-31,ASHOKLEY,0.3,0.0
2022-07-14,ASHOKLEY,0.5,0.0
2023-07-07,ASHOKLEY,1.3,0.0
2024-04-03,ASHOKLEY,2.475,0.0
2024-11-19,ASHOKLEY,1.0,0.0
2025-05-22,ASHOKLEY,2.125,0.0
2025-07-16,ASHOKLEY,0.0,2.0
2025-11-18,ASHOKLEY,1.0,0.0
2026-06-03,ASHOKLEY,2.5,0.0
2013-09-05,IDEA,0.180891,
2014-09-18,IDEA,0.241188,
2015-09-18,IDEA,0.361781,
2016-09-22,IDEA,0.361781,
2018-06-27,NIACL,5.0,2.0
2019-07-18,NIACL,1.5,0.0
2022-08-25,NIACL,0.3,0.0
2023-09-08,NIACL,1.93,0.0
2024-09-06,NIACL,2.06,0.0
2025-09-04,NIACL,1.8,0.0
2026-07-10,NIACL,1.5,0.0
1998-08-03,VEDL,0.0625,0.0
1999-08-30,VEDL,0.0625,0.0
2000-04-13,VEDL,0.0375,0.0
2001-07-23,VEDL,0.075,0.0
2002-06-20,VEDL,0.075,0.0
2003-09-09,VEDL,0.0625,0.0
2004-02-12,VEDL,0.05,0.0
2004-06-28,VEDL,0.2,0.0
2005-01-06,VEDL,0.125,0.0
2005-02-16,VEDL,0.0,2.0
2005-07-11,VEDL,1.0,0.0
2006-03-13,VEDL,0.75,0.0
2006-12-04,VEDL,1.25,0.0
2007-02-19,VEDL,0.75,0.0
2007-09-21,VEDL,1.25,0.0
2008-02-06,VEDL,0.75,0.0
2008-07-11,VEDL,1.5,0.0
2008-08-08,VEDL,0.0,10.0
2009-07-31,VEDL,2.25,0.0
2010-07-02,VEDL,3.25,0.0
2011-06-30,VEDL,3.5,0.0
2012-02-01,VEDL,2.0,0.0
2012-06-08,VEDL,2.0,0.0
2013-05-31,VEDL,0.1,0.0
2013-11-06,VEDL,1.5,0.0
2014-07-04,VEDL,1.75,0.0
2014-11-03,VEDL,1.75,0.0
2015-07-06,VEDL,2.35,0.0
2015-10-30,VEDL,3.5,0.0
2016-11-07,VEDL,1.75,0.0
2017-04-11,VEDL,17.7,0.0
2018-03-20,VEDL,21.2,0.0
2018-11-06,VEDL,17.0,0.0
2019-03-13,VEDL,1.85,0.0
2020-03-05,VEDL,3.9,0.0
2020-10-28,VEDL,9.5,0.0
2021-09-08,VEDL,18.5,0.0
2021-12-17,VEDL,13.5,0.0
2022-03-09,VEDL,13.0,0.0
2022-05-06,VEDL,31.5,0.0
2022-07-26,VEDL,19.5,0.0
2022-11-29,VEDL,17.5,0.0
2023-02-03,VEDL,12.5,0.0
2023-04-06,VEDL,20.5,0.0
2023-05-30,VEDL,18.5,0.0
2023-12-27,VEDL,11.0,0.0
2024-05-24,VEDL,11.0,0.0
2024-08-02,VEDL,4.0,0.0
2024-09-10,VEDL,20.0,0.0
2024-12-24,VEDL,8.5,0.0
2025-06-24,VEDL,7.0,0.0
2025-08-26,VEDL,16.0,0.0
2026-03-27,VEDL,11.0,0.0
2007-08-27,PAGEIND,6.0,
2008-02-04,PAGEIND,4.0,
2008-06-09,PAGEIND,6.0,
2008-11-03,PAGEIND,4.0,
2009-02-04,PAGEIND,4.0,
2009-04-15,PAGEIND,7.0,
2009-06-19,PAGEIND,2.0,
2009-07-22,PAGEIND,3.0,
2009-11-04,PAGEIND,6.0,
2010-02-03,PAGEIND,6.0,
2010-06-18,PAGEIND,10.0,
2010-11-18,PAGEIND,8.0,
2011-02-17,PAGEIND,4.0,
2011-06-02,PAGEIND,5.0,
2011-08-01,PAGEIND,4.0,
2011-11-16,PAGEIND,12.0,
2012-02-15,PAGEIND,10.0,
2012-06-05,PAGEIND,10.0,
2012-07-13,PAGEIND,10.0,
2012-11-15,PAGEIND,12.0,
2013-02-20,PAGEIND,14.0,
2013-06-05,PAGEIND,14.0,
2013-07-30,PAGEIND,14.0,
2013-11-21,PAGEIND,15.0,
2014-02-17,PAGEIND,15.0,
2014-06-04,PAGEIND,16.0,
2014-08-05,PAGEIND,16.0,
2014-11-17,PAGEIND,18.0,
2015-02-16,PAGEIND,18.0,
2015-06-04,PAGEIND,19.0,
2015-08-05,PAGEIND,20.0,
2015-11-16,PAGEIND,21.0,
2016-02-17,PAGEIND,21.0,
2016-05-31,PAGEIND,22.0,
2016-08-03,PAGEIND,24.0,
2016-11-17,PAGEIND,25.0,
2017-02-16,PAGEIND,25.0,
2017-06-01,PAGEIND,26.0,
2017-08-02,PAGEIND,25.0,
2017-11-16,PAGEIND,35.0,
2018-02-15,PAGEIND,35.0,
2018-05-31,PAGEIND,35.0,
2018-08-23,PAGEIND,41.0,
2018-11-20,PAGEIND,151.0,
2019-02-21,PAGEIND,111.0,
2019-05-30,PAGEIND,41.0,
2019-08-19,PAGEIND,51.0,
2019-11-21,PAGEIND,52.0,
2020-02-18,PAGEIND,58.0,
2020-11-19,PAGEIND,100.0,
2021-02-17,PAGEIND,150.0,
2021-08-18,PAGEIND,50.0,
2021-11-17,PAGEIND,150.0,
2022-02-17,PAGEIND,100.0,
2022-06-02,PAGEIND,70.0,
2022-08-18,PAGEIND,60.0,
2022-11-17,PAGEIND,70.0,
2023-02-17,PAGEIND,60.0,
2023-06-02,PAGEIND,60.0,
2023-08-18,PAGEIND,75.0,
2023-11-17,PAGEIND,75.0,
2024-02-16,PAGEIND,100.0,
2024-05-31,PAGEIND,120.0,
2024-08-16,PAGEIND,300.0,
2024-11-14,PAGEIND,250.0,
2025-02-13,PAGEIND,150.0,
2025-05-21,PAGEIND,200.0,
2025-08-13,PAGEIND,150.0,
2025-11-19,PAGEIND,125.0,
2026-02-11,PAGEIND,125.0,
2026-05-27,PAGEIND,150.0,
2026-08-19,PAGEIND,200.0,
2002-10-21,ZEEL,0.275,0.0
2003-09-22,ZEEL,0.275,0.0
2004-09-20,ZEEL,0.5,0.0
2005-09-20,ZEEL,0.5,0.0
2006-12-18,ZEEL,0.5,0.0
2007-08-08,ZEEL,0.75,0.0
2008-07-17,ZEEL,1.0,0.0
2009-08-06,ZEEL,1.0,0.0
2010-04-29,ZEEL,1.0,0.0
2010-10-07,ZEEL,1.0,0.0
2010-11-11,ZEEL,0.0,2.0
2011-07-28,ZEEL,2.0,0.0
2012-07-05,ZEEL,1.5,0.0
2013-07-11,ZEEL,2.0,0.0
2014-07-10,ZEEL,2.0,0.0
2015-07-09,ZEEL,2.25,0.0
2016-07-21,ZEEL,2.25,0.0
2017-07-05,ZEEL,2.5,0.0
2018-07-09,ZEEL,2.9,0.0
2019-07-15,ZEEL,3.5,0.0
2020-09-10,ZEEL,0.3,0.0
2021-09-02,ZEEL,2.5,0.0
2022-09-15,ZEEL,3.0,0.0
2024-11-08,ZEEL,1.0,0.0
2025-08-29,ZEEL,2.43,0.0
2010-09-07,NHPC,0.55,
2011-09-02,NHPC,0.6,
2012-08-31,NHPC,0.7,
2013-08-30,NHPC,0.6,
2014-09-11,NHPC,0.3,
2015-01-29,NHPC,0.2,
2015-09-10,NHPC,0.4,
2016-02-18,NHPC,0.92,
2016-09-08,NHPC,0.58,
2017-01-19,NHPC,1.7,
2017-09-13,NHPC,0.1,
2018-02-20,NHPC,1.12,
2018-09-12,NHPC,0.28,
2019-02-18,NHPC,0.71,
2019-09-12,NHPC,0.75,
2020-02-17,NHPC,1.18,
2020-09-17,NHPC,0.32,
2021-02-22,NHPC,1.25,
2021-09-16,NHPC,0.35,
2022-02-22,NHPC,1.31,
2022-08-10,NHPC,0.5,
2023-02-17,NHPC,1.4,
2023-08-22,NHPC,0.45,
2024-02-22,NHPC,1.4,
2024-08-12,NHPC,0.5,
2025-02-13,NHPC,1.4,
2025-08-14,NHPC,0.51,
2026-02-10,NHPC,1.4,
2026-08-12,NHPC,0.21,
2002-08-27,OFSS,0.625,0.0
2003-07-24,OFSS,1.25,0.0
2003-09-05,OFSS,0.0,2.0
2004-08-12,OFSS,3.5,0.0
2005-08-04,OFSS,5.0,0.0
2006-08-03,OFSS,5.0,0.0
2014-09-24,OFSS,485.0,0.0
2015-09-03,OFSS,180.0,0.0
2016-08-30,OFSS,100.0,0.0
2017-04-19,OFSS,170.0,0.0
2018-08-06,OFSS,130.0,0.0
2020-05-19,OFSS,180.0,0.0
2021-05-17,OFSS,200.0,0.0
2022-05-13,OFSS,190.0,0.0
2023-05-09,OFSS,225.0,0.0
2024-05-07,OFSS,240.0,0.0
2025-05-08,OFSS,265.0,0.0
2025-11-03,OFSS,130.0,0.0
2026-05-07,OFSS,270.0,0.0
2018-07-12,GICRE,13.5,2.0
2019-07-19,GICRE,6.75,0.0
2022-06-07,GICRE,2.25,0.0
2023-09-08,GICRE,7.2,0.0
2024-09-11,GICRE,10.0,0.0
2025-09-04,GICRE,10.0,0.0
2002-09-09,CONCOR,0.853333,0.0
2003-09-17,CONCOR,0.938667,0.0
2004-09-08,CONCOR,1.066667,0.0
2005-01-27,CONCOR,0.512,0.0
2005-09-14,CONCOR,0.725333,0.0
2006-02-01,CONCOR,0.64,0.0
2006-03-03,CONCOR,0.213333,0.0
2006-08-16,CONCOR,0.682667,0.0
2007-01-31,CONCOR,0.938667,0.0
2007-08-08,CONCOR,0.938667,0.0
2008-02-14,CONCOR,0.938667,0.0
2008-04-16,CONCOR,0.0,2.0
2008-08-12,CONCOR,1.28,0.0
2009-02-09,CONCOR,1.024,0.0
2009-09-04,CONCOR,1.365333,0.0
2009-12-30,CONCOR,1.024,0.0
2010-02-01,CONCOR,1.024,0.0
2010-09-03,CONCOR,1.365333,0.0
2011-01-28,CONCOR,1.28,0.0
2011-09-06,CONCOR,1.365333,0.0
2012-02-15,CONCOR,1.28,0.0
2012-02-16,CONCOR,1.28,0.0
2012-09-05,CONCOR,1.536,0.0
2013-02-11,CONCOR,1.365333,0.0
2013-08-01,CONCOR,1.621333,0.0
2013-09-06,CONCOR,0.0,1.5
2014-02-13,CONCOR,1.792,0.0
2014-08-27,CONCOR,1.3568,0.0
2015-02-24,CONCOR,2.048,0.0
2015-08-27,CONCOR,1.3824,0.0
2016-02-05,CONCOR,2.048,0.0
2016-09-02,CONCOR,1.408,0.0
2017-02-22,CONCOR,2.4576,0.0
2017-04-05,CONCOR,0.0,1.25
2017-09-12,CONCOR,2.4,0.0
2018-02-06,CONCOR,3.072,0.0
2018-06-26,CONCOR,0.0,2.0
2018-09-11,CONCOR,2.4,0.0
2019-02-04,CONCOR,0.0,1.25
2019-08-19,CONCOR,6.84,0.0
2020-02-18,CONCOR,0.6,0.0
2020-09-21,CONCOR,2.28,0.0
2020-11-18,CONCOR,2.4,0.0
2021-09-21,CONCOR,1.6,0.0
2021-11-02,CONCOR,3.2,0.0
2022-02-02,CONCOR,1.6,0.0
2022-08-17,CONCOR,1.6,0.0
2022-09-20,CONCOR,2.4,0.0
2022-11-22,CONCOR,2.4,0.0
2023-02-06,CONCOR,3.2,0.0
2023-08-18,CONCOR,1.6,0.0
2023-09-18,CONCOR,1.6,0.0
2023-11-16,CONCOR,2.4,0.0
2024-02-07,CONCOR,3.2,0.0
2024-08-16,CONCOR,1.6,0.0
2024-09-17,CONCOR,2.0,0.0
2024-11-14,CONCOR,2.6,0.0
2025-02-06,CONCOR,3.4,0.0
2025-06-06,CONCOR,1.6,0.0
2025-07-04,CONCOR,0.0,1.25
2025-08-13,CONCOR,1.6,0.0
2025-11-20,CONCOR,2.6,0.0
2026-02-09,CONCOR,3.4,0.0
2026-08-04,CONCOR,1.6,0.0
2007-02-08,HINDZINC,0.25,0.0
2007-09-12,HINDZINC,0.25,0.0
2007-11-08,HINDZINC,0.25,0.0
2008-08-12,HINDZINC,0.25,0.0
2009-07-29,HINDZINC,0.4,0.0
2010-07-22,HINDZINC,0.6,0.0
2011-03-07,HINDZINC,0.0,5.0
2011-06-16,HINDZINC,1.0,0.0
2011-10-25,HINDZINC,1.5,0.0
2012-06-28,HINDZINC,0.9,0.0
2012-10-23,HINDZINC,1.6,0.0
2013-05-09,HINDZINC,1.5,0.0
2013-10-28,HINDZINC,1.6,0.0
2014-05-19,HINDZINC,1.9,0.0
2014-09-22,HINDZINC,1.9,0.0
2015-05-12,HINDZINC,2.5,0.0
2015-10-23,HINDZINC,3.8,0.0
2016-04-06,HINDZINC,24.0,0.0
2016-11-04,HINDZINC,1.9,0.0
2017-03-29,HINDZINC,27.5,0.0
